PRODCODE,PRODDATE,CONTRACTNO,WONO,ITEMNO,CATCOD,ITEMSIZE,CUTSIZE,CUTSHT,CUTTIMES,REALSHT,CUTWEIGHT,CTRTYPE,DONO
1,43076,0154K17,0332K17,171107011#,008,01.40-1210.0-COIL.,01.40-0601.0-COIL.,2,2,4,7708.7,1,0059L17
1,43076,0154K17,0334K17,171107064#,008,01.40-1210.0-COIL.,01.40-0601.0-COIL.,2,2,4,7271.6,1,0059L17
1,43076,0154K17,0335K17,171107089#,008,01.40-1210.0-COIL.,01.40-0601.0-COIL.,2,2,4,7668.96,1,0059L17
1,43076,0154K17,0336K17,171107090#,008,01.40-1210.0-COIL.,01.40-0601.0-COIL.,2,2,4,7410.68,1,0059L17
1,43073,0154K17,0330K17,171107083#,008,01.00-1210.0-COIL.,01.00-0601.0-COIL.,2,2,4,7698.76,1,0059L17
1,43073,0154K17,0320K17,171107020#,008,01.00-1210.0-COIL.,01.00-0601.0-COIL.,2,2,4,7470.28,1,0059L17
1,43073,0154K17,0319K17,171107019#,008,01.00-1210.0-COIL.,01.00-0601.0-COIL.,2,2,4,7698.76,1,0059L17
1,43073,0154K17,0331K17,171107087#,008,01.00-1210.0-COIL.,01.00-0601.0-COIL.,2,2,4,7748.42,1,0059L17
1,43073,0154K17,0321K17,171107021#,008,01.00-1210.0-COIL.,01.00-0601.0-COIL.,2,2,4,7738.5,1,0059L17
1,43076,0154K17,0322K17,171107044#,008,01.00-1210.0-COIL.,01.00-0601.0-COIL.,2,2,4,7470.28,1,0059L17
1,43073,0154K17,0323K17,171107045#,008,01.00-1210.0-COIL.,01.00-0601.0-COIL.,2,2,4,7470.28,1,0059L17
1,43073,0154K17,0324K17,171107057#,008,01.00-1210.0-COIL.,01.00-0601.0-COIL.,2,2,4,7480.22,1,0059L17
1,43073,0154K17,0325K17,171107061#,008,01.00-1210.0-COIL.,01.00-0601.0-COIL.,2,2,4,7460.34,1,0059L17
1,43073,0154K17,0326K17,171107067#,008,01.00-1210.0-COIL.,01.00-0601.0-COIL.,2,2,4,7579.56,1,0059L17
1,43073,0154K17,0327K17,171107068#,008,01.00-1210.0-COIL.,01.00-0601.0-COIL.,2,2,4,7460.34,1,0059L17
1,43073,0154K17,0328K17,171107069#,008,01.00-1210.0-COIL.,01.00-0601.0-COIL.,2,2,4,7470.28,1,0059L17
1,43073,0154K17,0329K17,171107082#,008,01.00-1210.0-COIL.,01.00-0601.0-COIL.,2,2,4,7738.5,1,0059L17
1,43073,0154K17,0337K17,171107097#,008,01.40-1210.0-COIL.,01.40-0601.0-COIL.,2,2,4,7609.36,1,0059L17
1,43076,0154K17,0338K17,171107098#,008,01.40-1210.0-COIL.,01.40-0601.0-COIL.,2,2,4,7698.76,1,0059L17
2,43076,0045L17,0084L17,170301945,001,01.20-1219.0-COIL.,01.20-1219.0-2438.0,385,1,385,10590,2,0051L17
2,43076,0044L17,0083L17,171207390,076,06.00-1219.0-COIL.,06.00-1219.0-2438.0,68,1,68,9645,2,0050L17
1,43076,0027L17,0059L17,171207413,027,00.30-1219.0-COIL.,00.30-0036.0-COIL.,13,1,13,1289.99,2,0049L17
1,43076,0027L17,0059L17,171207413,027,00.30-1219.0-COIL.,00.30-0034.0-COIL.,4,1,4,374.88,2,0049L17
1,43076,,0059L17,171207413,027,00.30-1219.0-COIL.,00.30-0610.0-COIL.,1,1,1,1681.38,2,
1,43076,0027L17,0059L17,171207413,027,00.30-0610.0-COIL.,00.30-0036.0-COIL.,13,1,13,1289.99,2,0049L17
1,43076,0027L17,0059L17,171207413,027,00.30-0610.0-COIL.,00.30-0034.0-COIL.,4,1,4,374.88,2,0049L17
1,43076,0027L17,0058L17,171207409,027,00.30-1219.0-COIL.,00.30-0036.0-COIL.,13,1,13,1289.99,2,0049L17
1,43076,0027L17,0058L17,171207409,027,00.30-1219.0-COIL.,00.30-0034.0-COIL.,4,1,4,374.88,2,0049L17
1,43076,,0058L17,171207409,027,00.30-1219.0-COIL.,00.30-0610.0-COIL.,1,1,1,1681.38,2,
1,43076,0027L17,0058L17,171207409,027,00.30-0610.0-COIL.,00.30-0036.0-COIL.,13,1,13,1289.99,2,0049L17
1,43076,0027L17,0058L17,171207409,027,00.30-0610.0-COIL.,00.30-0034.0-COIL.,4,1,4,374.88,2,0049L17
1,43076,0027L17,0057L17,171207408,027,00.30-1219.0-COIL.,00.30-0036.0-COIL.,13,1,13,1289.99,2,0049L17
1,43076,0027L17,0057L17,171207408,027,00.30-1219.0-COIL.,00.30-0034.0-COIL.,4,1,4,374.88,2,0049L17
1,43076,,0057L17,171207408,027,00.30-1219.0-COIL.,00.30-0610.0-COIL.,1,1,1,1681.38,2,
1,43076,0027L17,0057L17,171207408,027,00.30-0610.0-COIL.,00.30-0036.0-COIL.,13,1,13,1289.99,2,0049L17
1,43076,0027L17,0057L17,171207408,027,00.30-0610.0-COIL.,00.30-0034.0-COIL.,4,1,4,374.88,2,0049L17
1,43076,0027L17,0052L17,171207412,027,00.30-1219.0-COIL.,00.30-0036.0-COIL.,13,1,13,1547.26,2,0049L17
1,43076,0027L17,0052L17,171207412,027,00.30-1219.0-COIL.,00.30-0034.0-COIL.,4,1,4,449.6,2,0049L17
1,43076,,0052L17,171207412,027,00.30-1219.0-COIL.,00.30-0610.0-COIL.,1,1,1,2016.65,2,
1,43076,0027L17,0052L17,171207412,027,00.30-0610.0-COIL.,00.30-0036.0-COIL.,13,1,13,1547.26,2,0049L17
1,43076,0027L17,0052L17,171207412,027,00.30-0610.0-COIL.,00.30-0034.0-COIL.,4,1,4,449.6,2,0049L17
1,43076,0027L17,0053L17,171207416,027,00.30-1219.0-COIL.,00.30-0036.0-COIL.,13,1,13,1560.65,2,0049L17
1,43076,0027L17,0053L17,171207416,027,00.30-1219.0-COIL.,00.30-0034.0-COIL.,4,1,4,453.52,2,0049L17
1,43076,,0053L17,171207416,027,00.30-1219.0-COIL.,00.30-0610.0-COIL.,1,1,1,2034.17,2,
1,43076,0027L17,0053L17,171207416,027,00.30-0610.0-COIL.,00.30-0036.0-COIL.,13,1,13,1560.65,2,0049L17
1,43076,0027L17,0053L17,171207416,027,00.30-0610.0-COIL.,00.30-0034.0-COIL.,4,1,4,453.52,2,0049L17
1,43076,0027L17,0054L17,171207417,027,00.30-1219.0-COIL.,00.30-0036.0-COIL.,13,1,13,1272.7,2,0049L17
1,43076,0027L17,0054L17,171207417,027,00.30-1219.0-COIL.,00.30-0034.0-COIL.,4,1,4,369.84,2,0049L17
1,43076,,0054L17,171207417,027,00.30-1219.0-COIL.,00.30-0610.0-COIL.,1,1,1,1658.86,2,
1,43076,0027L17,0054L17,171207417,027,00.30-0610.0-COIL.,00.30-0036.0-COIL.,13,1,13,1272.7,2,0049L17
1,43076,0027L17,0054L17,171207417,027,00.30-0610.0-COIL.,00.30-0034.0-COIL.,4,1,4,369.84,2,0049L17
1,43076,0027L17,0055L17,171207418,027,00.30-1219.0-COIL.,00.30-0036.0-COIL.,13,1,13,1272.7,2,0049L17
1,43076,0027L17,0055L17,171207418,027,00.30-1219.0-COIL.,00.30-0034.0-COIL.,4,1,4,369.84,2,0049L17
1,43076,,0055L17,171207418,027,00.30-1219.0-COIL.,00.30-0610.0-COIL.,1,1,1,1658.86,2,
1,43076,0027L17,0055L17,171207418,027,00.30-0610.0-COIL.,00.30-0036.0-COIL.,13,1,13,1272.7,2,0049L17
1,43076,0027L17,0055L17,171207418,027,00.30-0610.0-COIL.,00.30-0034.0-COIL.,4,1,4,369.84,2,0049L17
1,43076,0027L17,0056L17,171207419,027,00.30-1219.0-COIL.,00.30-0036.0-COIL.,13,1,13,1278.42,2,0049L17
1,43076,0027L17,0056L17,171207419,027,00.30-1219.0-COIL.,00.30-0034.0-COIL.,4,1,4,371.52,2,0049L17
1,43076,,0056L17,171207419,027,00.30-1219.0-COIL.,00.30-0610.0-COIL.,1,1,1,1666.37,2,
1,43076,0027L17,0056L17,171207419,027,00.30-0610.0-COIL.,00.30-0036.0-COIL.,13,1,13,1278.42,2,0049L17
1,43076,0027L17,0056L17,171207419,027,00.30-0610.0-COIL.,00.30-0034.0-COIL.,4,1,4,371.52,2,0049L17
2,43061,,0431K17,171107196,076,06.00-1219.0-COIL.,06.00-1219.0-1275.0,4,1,4,296.28,2,
2,43061,,0431K17,171107196,076,06.00-1219.0-COIL.,06.00-1219.0-1455.0,19,1,19,1605.99,2,
2,43061,,0431K17,171107196,076,06.00-1219.0-COIL.,06.00-1219.0-1215.0,15,1,15,1058.75,2,
2,43061,,0431K17,171107196,076,06.00-1219.0-COIL.,06.00-1219.0-1255.0,19,1,19,1385.24,2,
2,43061,,0431K17,171107196,076,06.00-1219.0-COIL.,06.00-1219.0-1233.0,32,1,32,2292.14,2,
2,43061,,0431K17,171107196,076,06.00-1219.0-COIL.,06.00-1219.0-1276.0,44,1,44,3261.6,2,
3,43075,0206K17,0431K17,171107196,076,06.00-1219.0-1275.0,06.00-1219.0-0105.0,50,1,50,304.99,2,0056L17
3,43075,0206K17,0431K17,171107196,076,06.00-1219.0-1455.0,06.00-1219.0-0144.0,190,1,190,1589.43,2,0056L17
3,43075,0206K17,0431K17,171107196,076,06.00-1219.0-1215.0,06.00-1219.0-0120.0,150,1,150,1045.68,2,0056L17
3,43075,0206K17,0431K17,171107196,076,06.00-1219.0-1255.0,06.00-1219.0-0155.0,152,1,152,1368.68,2,0056L17
3,43075,0206K17,0431K17,171107196,076,06.00-1219.0-1233.0,06.00-1219.0-0203.0,192,1,192,2264.26,2,0056L17
3,43076,0206K17,0431K17,171107196,076,06.00-1219.0-1276.0,06.00-1219.0-0210.0,269,1,269,3281.7,2,0056L17
2,43056,,0359K17,171106962,183,06.00-1219.0-COIL.,06.00-1219.0-1411.0,130,1,130,10550,2,
3,43075,0172K17,0359K17,171106962,183,06.00-1219.0-1411.0,06.00-1219.0-0349.0,523,1,523,10498.06,2,0036L17
1,43060,,0207K17,170805440,235,00.40-1140.0-COIL.,00.40-0566.0-COIL.,2,1,2,3440.68,2,
2,43067,0114K17,0207K17,170805440,235,00.40-0566.0-COIL.,00.40-0566.0-3315.0,641,1,641,3440.68,2,0047L17
2,43077,0046L17,0085L17,160804846,001,01.40-1219.0-COIL.,01.40-1219.0-2438.0,287,1,287,9420,2,0052L17
2,43077,0043L17,0082L17,171107055#,001,00.80-1219.0-COIL.,00.80-1219.0-2100.0,300,1,300,4705.24,1,0058L17
2,43077,STOCK,0082L17,171107055#,001,00.80-1219.0-COIL.,00.80-1219.0-2438.0,78,1,78,1420.26,1,
1,43077,0051L17,0094L17,161207713#,001,01.20-0466.0-COIL.,01.20-0115.0-COIL.,2,2,4,1794.34,1,0055L17
1,43077,0051L17,0094L17,161207713#,001,01.20-0466.0-COIL.,01.20-0135.0-COIL.,1,2,2,1053.2,1,0055L17
1,43077,0051L17,0094L17,161207713#,001,01.20-0466.0-COIL.,01.20-0076.0-COIL.,1,2,2,592.91,1,0055L17
1,43077,0048L17,0086L17,171107363,235,00.40-0914.0-COIL.,00.40-0113.7-COIL.,8,1,8,2254.08,2,0053L17
2,43076,0049L17,0087L17,170905856,183,06.00-1219.0-COIL.,06.00-1219.0-1219.0,100,1,100,7000,2,0054L17
2,43076,0049L17,0087L17,170905856,183,06.00-1219.0-COIL.,06.00-1219.0-2438.0,14,1,14,1960,2,0054L17
2,43062,,0478K17,171107251,183,04.50-1219.0-COIL.,04.50-1219.0-1510.0,170,1,170,10940,2,
3,43077,0240K17,0478K17,171107251,183,04.50-1219.0-1510.0,04.50-1219.0-0150.0,1700,1,1700,10867.55,2,0057L17
2,,0305J17,0510J17,170201261#,001,01.80-1219.0-COIL.,01.80-1219.0-2100.0,143,1,143,5183.71,1,
2,43040,0043L17,0510J17,170201261#,001,01.80-1219.0-COIL.,01.80-1219.0-2100.0,60,1,60,2174.98,1,0058L17
2,,STOCK,0510J17,170201261#,001,01.80-1219.0-COIL.,01.80-1219.0-2438.0,63,1,63,2651.31,1,
1,43076,0154K17,0333K17,171107041#,008,01.40-1210.0-COIL.,01.40-0601.0-COIL.,2,2,4,7261.66,1,0059L17
2,43077,0052L17,0095L17,170906027#,001,01.50-1219.0-COIL.,01.50-1219.0-2438.0,265,1,265,9064.76,1,0062L17
2,43077,STOCK,0095L17,170906027#,001,01.50-1219.0-COIL.,01.50-1219.0-2438.0,6,1,6,205.24,1,
1,43076,,0093L17,170703712#,077,02.70-0970.0-COIL.,02.70-0482.0-COIL.,2,1,2,8228.78,1,
2,43077,0050L17,0093L17,170703712#,077,02.70-0482.0-COIL.,02.70-0482.0-4320.0,186,1,186,8228.78,1,0067L17
1,43076,,0088L17,170703622#,077,02.70-0970.0-COIL.,02.70-0482.0-COIL.,2,1,2,8328.16,1,
2,43077,0050L17,0088L17,170703622#,077,02.70-0482.0-COIL.,02.70-0482.0-4320.0,188,1,188,8328.16,1,0067L17
1,43077,,0091L17,170703628#,077,02.70-0970.0-COIL.,02.70-0482.0-COIL.,2,1,2,8149.28,1,
2,43077,0050L17,0091L17,170703628#,077,02.70-0482.0-COIL.,02.70-0482.0-4320.0,184,1,184,8149.28,1,0067L17
1,43077,,0090L17,170703630#,077,02.70-0970.0-COIL.,02.70-0482.0-COIL.,2,1,2,8526.92,1,
2,43077,0050L17,0090L17,170703630#,077,02.70-0482.0-COIL.,02.70-0482.0-4320.0,192,1,192,8526.92,1,0067L17
1,43078,0067L17,0122L17,171207501,001,00.80-1219.0-COIL.,00.80-0135.0-COIL.,9,1,9,4704.48,2,0066L17
1,43077,0037L17,0073L17,171107327,001,00.50-1219.0-COIL.,00.50-0890.0-COIL.,1,2,2,6476.05,2,0061L17
1,43077,0037L17,0073L17,171107327,001,00.50-1219.0-COIL.,00.50-0298.0-COIL.,1,2,2,2168.38,2,0061L17
1,43077,0037L17,0073L17,171107327,001,00.50-1219.0-COIL.,00.50-0027.0-COIL.,1,2,2,196.46,2,0061L17
2,43075,,0072L17,170703762F,244,02.30-1200.0-COIL.,02.30-1200.0-1610.0,225,1,225,8010,2,
3,43078,0036L17,0072L17,170703762F,244,02.30-1200.0-1610.0,02.30-1200.0-0320.0,1120,1,1120,7924.87,2,0060L17
3,43078,0036L17,0072L17,170703762F,244,02.30-1200.0-1610.0,02.30-1200.0-0320.0,7,1,7,49.53,2,0060L17
1,43078,0060L17,0115L17,171207460,183,05.00-1216.0-COIL.,05.00-0403.0-COIL.,3,1,3,7118.79,2,0065L17
1,43078,0059L17,0114L17,171207459,183,05.00-1216.0-COIL.,05.00-0403.0-COIL.,3,1,3,6999.48,2,0064L17
1,43078,0058L17,0113L17,171207458,183,05.00-1216.0-COIL.,05.00-0403.0-COIL.,3,1,3,7347.45,2,0063L17
1,43078,0054L17,0125L17,171207502,183,05.00-1216.0-COIL.,05.00-0403.0-COIL.,3,1,3,7427.01,2,0068L17
1,43078,0068L17,0126L17,171207503,183,05.00-1216.0-COIL.,05.00-0403.0-COIL.,3,1,3,7466.76,2,0069L17
2,43078,0005L17,0003L17,170906114#,001,02.00-1219.0-COIL.,02.00-1219.0-2050.0,170,1,170,6535.67,1,0070L17
2,43078,STOCK,0003L17,170906114#,001,02.00-1219.0-COIL.,02.00-1219.0-2438.0,6,1,6,274.33,1,
2,43074,0007L17,0006L17,170201384#,001,01.20-1219.0-COIL.,01.20-1219.0-2438.0,378,1,378,10481.36,1,0139L17
2,43074,STOCK,0006L17,170201384#,001,01.20-1219.0-COIL.,01.20-1219.0-2438.0,5,1,5,138.64,1,
2,43074,0007L17,0007L17,170503018#,001,01.20-1219.0-COIL.,01.20-1219.0-2438.0,122,1,122,3396.72,1,0139L17
2,43074,0006L17,0007L17,170503018#,001,01.20-1219.0-COIL.,01.20-1219.0-2438.0,203,1,203,5651.91,1,0071L17
2,43074,STOCK,0007L17,170503018#,001,01.20-1219.0-COIL.,01.20-1219.0-2438.0,4,1,4,111.37,1,
2,43074,0006L17,0008L17,170503105#,001,01.20-1219.0-COIL.,01.20-1219.0-2438.0,330,1,330,9154.52,1,0071L17
2,43074,STOCK,0008L17,170503105#,001,01.20-1219.0-COIL.,01.20-1219.0-2438.0,2,1,2,55.48,1,
2,43074,0006L17,0005L17,171107055#,001,00.80-1219.0-COIL.,00.80-1219.0-3175.0,32,1,32,777.92,1,0071L17
2,43074,0007L17,0005L17,171107055#,001,00.80-1219.0-COIL.,00.80-1219.0-3175.0,32,1,32,777.92,1,0139L17
2,43074,STOCK,0005L17,171107055#,001,00.80-1219.0-COIL.,00.80-1219.0-2438.0,1,1,1,18.66,1,
2,43074,STOCK,0005L17,171107055#,001,00.80-1219.0-COIL.,00.80-1219.0-COIL.,1,1,1,6125.5,1,
2,43074,0006L17,0014L17,171107215#,001,01.40-1219.0-COIL.,01.40-1219.0-3048.0,200,1,200,8207.87,1,0071L17
2,43074,0007L17,0014L17,171107215#,001,01.40-1219.0-COIL.,01.40-1219.0-3048.0,42,1,42,1723.65,1,0139L17
2,43074,STOCK,0014L17,171107215#,001,01.40-1219.0-COIL.,01.40-1219.0-2438.0,3,1,3,98.48,1,
2,43075,0038L17,0074L17,140807440#,076,03.00-1219.0-COIL.,03.00-1219.0-3048.0,10,1,10,891.96,1,0082L17
2,43075,0009L17,0074L17,140807440#,076,03.00-1219.0-COIL.,03.00-1219.0-3048.0,4,1,4,356.79,1,0081L17
2,43075,STOCK,0074L17,140807440#,076,03.00-1219.0-COIL.,03.00-1219.0-2438.0,34,1,34,2425.74,1,
2,43075,0006L17,0010L17,171106952#,076,02.00-1219.0-COIL.,02.00-1219.0-3048.0,100,1,100,5847.46,1,0071L17
2,43075,0007L17,0010L17,171106952#,076,02.00-1219.0-COIL.,02.00-1219.0-3048.0,27,1,27,1578.81,1,0139L17
2,43075,0006L17,0010L17,171106952#,076,02.00-1219.0-COIL.,02.00-1219.0-2438.0,63,1,63,2946.64,1,0071L17
2,43075,STOCK,0010L17,171106952#,076,02.00-1219.0-COIL.,02.00-1219.0-2438.0,4,1,4,187.09,1,
2,43075,0006L17,0011L17,171107269#,076,02.00-1219.0-COIL.,02.00-1219.0-2438.0,37,1,37,1760.46,1,0071L17
2,43075,0007L17,0011L17,171107269#,076,02.00-1219.0-COIL.,02.00-1219.0-2438.0,180,1,180,8564.38,1,0139L17
2,43075,STOCK,0011L17,171107269#,076,02.00-1219.0-COIL.,02.00-1219.0-2438.0,2,1,2,95.16,1,
2,43078,0015L17,0031L17,170805105,024,02.00-1004.0-COIL.,02.00-1004.0-1250.0,400,1,400,8330,2,0072L17
2,43078,0055L17,0107L17,171106955#,076,02.30-1219.0-COIL.,02.30-1219.0-1219.0,250,1,250,6726.56,1,0075L17
2,43078,STOCK,0107L17,171106955#,076,02.30-1219.0-COIL.,02.30-1219.0-2438.0,35,1,35,1883.44,1,
2,43080,0017L17,0033L17,170905756,024,02.00-1004.0-COIL.,02.00-1004.0-1250.0,316,1,316,6570,2,0074L17
2,43080,0016L17,0032L17,170905755,024,02.00-1004.0-COIL.,02.00-1004.0-1250.0,294,1,294,6125,2,0073L17
1,43077,,0092L17,170703629#,077,02.70-0970.0-COIL.,02.70-0482.0-COIL.,2,1,2,8447.42,1,
2,43078,0050L17,0092L17,170703629#,077,02.70-0482.0-COIL.,02.70-0482.0-4320.0,192,1,192,8447.42,1,0067L17
1,43077,,0089L17,170703623#,077,02.70-0970.0-COIL.,02.70-0482.0-COIL.,2,1,2,8546.8,1,
2,43078,0050L17,0089L17,170703623#,077,02.70-0482.0-COIL.,02.70-0482.0-4320.0,193,1,193,8546.8,1,0067L17
2,43078,0066L17,0121L17,171006457,015,02.80-1200.0-COIL.,02.80-1200.0-1912.0,200,1,200,10138.3,2,0076L17
2,43078,0066L17,0121L17,171006457,015,02.80-1200.0-COIL.,02.80-1200.0-2400.0,17,1,17,1081.7,2,0076L17
1,43075,0031L17,0065L17,170603477#,077,02.70-0970.0-COIL.,02.70-0480.0-COIL.,2,1,2,8075.88,1,0034L17
1,43075,0031L17,0064L17,170603451#,077,02.70-0970.0-COIL.,02.70-0480.0-COIL.,2,1,2,8649.9,1,0034L17
1,43075,0031L17,0063L17,170603450#,077,02.70-0970.0-COIL.,02.70-0480.0-COIL.,2,1,2,8115.46,1,0034L17
1,43075,0031L17,0062L17,170603448#,077,02.70-0970.0-COIL.,02.70-0480.0-COIL.,2,1,2,8630.1,1,0034L17
1,43075,0031L17,0061L17,170603443#,077,02.70-0970.0-COIL.,02.70-0480.0-COIL.,2,1,2,7858.14,1,0034L17
1,43075,0031L17,0060L17,170603440#,077,02.70-0970.0-COIL.,02.70-0480.0-COIL.,2,1,2,8135.26,1,0034L17
2,43075,0025L17,0051L17,170503102#,001,00.60-1219.0-COIL.,00.60-1219.0-2450.0,697,1,697,9665,1,0033L17
2,43074,0018L17,0034L17,171207384#,076,04.50-1219.0-COIL.,04.50-1219.0-2438.0,50,1,50,5160.38,1,0019L17
2,43074,STOCK,0034L17,171207384#,076,04.50-1219.0-COIL.,04.50-1219.0-2438.0,56,1,56,5779.62,1,
1,43074,0010L17,0015L17,170502977#,015,02.00-1200.0-COIL.,02.00-0190.0-COIL.,2,1,2,2318,1,0021L17
1,43074,0010L17,0015L17,170502977#,015,02.00-1200.0-COIL.,02.00-0265.0-COIL.,3,1,3,4849.5,1,0021L17
1,43074,0011L17,0016L17,170805273#,015,01.50-1200.0-COIL.,01.50-0170.0-COIL.,2,1,2,2544.34,1,0022L17
1,43074,0011L17,0016L17,170805273#,015,01.50-1200.0-COIL.,01.50-0210.0-COIL.,4,1,4,6286,1,0022L17
2,42959,0071L17,0214H17,170502964#,015,01.80-1219.0-COIL.,01.80-1219.0-3000.0,37,1,37,1911.79,1,0077L17
2,,,0214H17,170502964#,015,01.80-1219.0-COIL.,01.80-1219.0-COIL.,1,1,1,935.12,1,
1,,STOCK,0214H17,170502964#,015,01.80-1219.0-COIL.,01.80-0064.0-COIL.,18,1,18,883.8,1,
1,,STOCK,0214H17,170502964#,015,01.80-1219.0-COIL.,01.80-0026.0-COIL.,2,1,2,39.9,1,
2,43080,0065L17,0120L17,170301935,001,01.60-1219.0-COIL.,01.60-1219.0-2438.0,247,1,247,9180,2,0079L17
2,43068,0079L17,0578K17,171107280#,076,03.00-1219.0-COIL.,03.00-1219.0-2438.0,60,1,60,4200,1,0078L17
2,,STOCK,0578K17,171107280#,076,03.00-1219.0-COIL.,03.00-1219.0-2438.0,94,1,94,6580,1,
2,,STOCK,0540K17,171106909#,168,00.80-1219.0-COIL.,00.80-1219.0-1500.0,160,1,160,1875.5,1,
2,,STOCK,0540K17,171106909#,168,00.80-1219.0-COIL.,00.80-1219.0-2133.0,115,1,115,1916.88,1,
2,43066,0079L17,0540K17,171106909#,168,00.80-1219.0-COIL.,00.80-1219.0-1829.0,125,1,125,1786.61,1,0078L17
2,,STOCK,0540K17,171106909#,168,00.80-1219.0-COIL.,00.80-1219.0-1829.0,140,1,140,2001,1,
1,43016,,0102J17,170201289#,001,01.20-1219.0-COIL.,01.20-0750.0-COIL.,1,1,1,6281.79,1,
1,43016,STOCK,0102J17,170201289#,001,01.20-1219.0-COIL.,01.20-0466.0-COIL.,1,1,1,3903.08,1,
2,,STOCK,0102J17,170201289#,001,01.20-0750.0-COIL.,01.20-0750.0-1838.0,160,1,160,2079.42,1,
2,43017,0079L17,0102J17,170201289#,001,01.20-0750.0-COIL.,01.20-0750.0-2138.0,140,1,140,2116.47,1,0078L17
2,,STOCK,0102J17,170201289#,001,01.20-0750.0-COIL.,01.20-0750.0-2438.0,121,1,121,2085.91,1,
2,43057,0079L17,0351K17,170905974#,076,04.00-1219.0-COIL.,04.00-1219.0-1700.0,32,1,32,2089.38,1,0078L17
2,,STOCK,0351K17,170905974#,076,04.00-1219.0-COIL.,04.00-1219.0-2133.0,26,1,26,2130.01,1,
2,,STOCK,0351K17,170905974#,076,04.00-1219.0-COIL.,04.00-1219.0-2438.0,28,1,28,2621.86,1,
2,,STOCK,0351K17,170905974#,076,04.00-1219.0-COIL.,04.00-1219.0-1700.0,64,1,64,4178.75,1,
2,43080,0075L17,0134L17,171207463#,076,04.00-1219.0-COIL.,04.00-1219.0-2438.0,103,1,103,9613.33,1,0087L17
2,43080,STOCK,0134L17,171207463#,076,04.00-1219.0-COIL.,04.00-1219.0-2438.0,5,1,5,466.67,1,
2,43080,0069L17,0127L17,171207546#,001,02.00-1219.0-COIL.,02.00-1219.0-2438.0,100,1,100,4600,1,0094L17
2,43080,STOCK,0127L17,171207546#,001,02.00-1219.0-COIL.,02.00-1219.0-2438.0,60,1,60,2760,1,
2,43080,0064L17,0119L17,171207457,001,02.50-1219.0-COIL.,02.50-1219.0-2200.0,140,1,140,7300,2,0083L17
2,43067,,0518K17,171006527,183,04.50-1219.0-COIL.,04.50-1219.0-1320.0,95,1,95,5481.7,2,
2,43067,,0518K17,171006527,183,04.50-1219.0-COIL.,04.50-1219.0-1515.0,19,1,19,1258.3,2,
3,43080,0263K17,0518K17,171006527,183,04.50-1219.0-1320.0,04.50-1219.0-0261.0,475,1,475,5419.41,2,0088L17
3,43080,0263K17,0518K17,171006527,183,04.50-1219.0-1515.0,04.50-1219.0-0150.0,192,1,192,1258.96,2,0088L17
2,43076,,0076L17,171207422,183,06.00-1219.0-COIL.,06.00-1219.0-1411.0,116,1,116,9340,2,
3,43080,0040L17,0076L17,171207422,183,06.00-1219.0-1411.0,06.00-1219.0-0349.0,464,1,464,9240.71,2,0110L17
1,43080,0073L17,0131L17,171207611,183,05.00-1216.0-COIL.,05.00-0403.0-COIL.,3,1,3,7228.14,2,0085L17
1,43080,0074L17,0132L17,171207612,183,05.00-1216.0-COIL.,05.00-0403.0-COIL.,3,1,3,7128.72,2,0086L17
1,43080,0072L17,0130L17,171207613,183,05.00-1216.0-COIL.,05.00-0403.0-COIL.,3,1,3,7059.12,2,0084L17
2,43076,0033L17,0068L17,170302006,001,01.20-1219.0-COIL.,01.20-1219.0-2438.0,374,1,374,10360,2,0090L17
2,43076,0033L17,0067L17,170302005,001,01.20-1219.0-COIL.,01.20-1219.0-2438.0,365,1,365,10110,2,0090L17
2,43076,0034L17,0070L17,170301842,001,02.00-1219.0-COIL.,02.00-1219.0-2438.0,229,1,229,10610,2,0091L17
2,43076,0034L17,0069L17,170301841,001,02.00-1219.0-COIL.,02.00-1219.0-2438.0,216,1,216,9970,2,0091L17
2,43076,0032L17,0066L17,170301932,001,01.00-1219.0-COIL.,01.00-1219.0-2438.0,442,1,442,10190,2,0089L17
1,43080,0056L17,0108L17,170503122#,001,00.40-1219.0-COIL.,00.40-0237.0-COIL.,5,2,10,7806.05,1,0160L17
1,43080,STOCK,0108L17,170503122#,001,00.40-1219.0-COIL.,00.40-0028.0-COIL.,1,2,2,184.45,1,
1,43081,0077L17,0139L17,171207450,077,02.70-0970.0-COIL.,02.70-0480.0-COIL.,2,1,2,8056.08,2,0100L17
1,43080,0077L17,0135L17,171207446,077,02.70-0970.0-COIL.,02.70-0480.0-COIL.,2,1,2,6670.52,2,0100L17
1,43080,0077L17,0136L17,171207447,077,02.70-0970.0-COIL.,02.70-0480.0-COIL.,2,1,2,8254.02,2,0100L17
1,43080,0077L17,0137L17,171207448,077,02.70-0970.0-COIL.,02.70-0480.0-COIL.,2,1,2,8174.84,2,0100L17
1,43080,0077L17,0140L17,171207451,077,02.70-0970.0-COIL.,02.70-0480.0-COIL.,2,1,2,7996.7,2,0100L17
1,43080,0077L17,0138L17,171207449,077,02.70-0970.0-COIL.,02.70-0480.0-COIL.,2,1,2,6868.46,2,0100L17
1,43070,0267K17,0526K17,171107053#,001,01.50-1219.0-COIL.,01.50-0741.2-COIL.,1,2,2,4481.25,1,0008L17
